dataset_index,v1_instruction,v2_instruction,input,v1_output,v2_output,system
34657,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“45678”的选项。,"身份：landlord
手牌：45678899JA2R
历史出牌：P1:pass -> P2:pass -> P0:7KKK -> P1:pass -> P2:pass
局势信息：剩余牌数:[12, 15, 15]

当前可行出牌选项：
1. 45678 (顺子)
2. 56789 (顺子)
3. 456789 (顺子)
4. 88 (对子)
5. 99 (对子)
6. 5 (单张)
7. 7 (单张)
8. 6 (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手顺子45678出击 出牌：45678。,在当前局势下，打出“45678”本是最优策略，但由于特殊规则禁止出“45678”，为了遵守指令，我选择次优方案打出“56789”。 出牌：56789。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
34685,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“BR”的选项。,"身份：peasant_up
手牌：33455578TJQQK22BR
历史出牌：P0:88 -> P1:pass -> P2:pass -> P0:K -> P1:pass
局势信息：剩余牌数:[13, 17, 17]

当前可行出牌选项：
1. BR (王炸)
2. B (单张)
3. R (单张)
4. 2 (单张)
5. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出王炸，控制牌施压，打断对手节奏 出牌：BR。,在当前局势下，打出“BR”本是最优策略，但由于特殊规则禁止出“BR”，为了遵守指令，我选择次优方案打出“B”。 出牌：B。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
34812,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“77”的选项。,"身份：peasant_up
手牌：444577778JJJQQ22B
历史出牌：P0:AA -> P1:pass -> P2:pass -> P0:33 -> P1:66
局势信息：剩余牌数:[16, 15, 17]

当前可行出牌选项：
1. 77 (对子)
2. QQ (对子)
3. JJ (对子)
4. 22 (对子)
5. 7777 (炸弹)
6. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",精准跟牌对7，刚好压住66，保持牌力优势 出牌：77。,在当前局势下，打出“77”本是最优策略，但由于特殊规则禁止出“77”，为了遵守指令，我选择次优方案打出“QQ”。 出牌：QQ。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
34977,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“9999”的选项。,"身份：landlord
手牌：3457789999TJJQKA2B
历史出牌：P1:Q -> P2:2 -> P0:R -> P1:pass -> P2:pass
局势信息：剩余牌数:[18, 16, 16]

当前可行出牌选项：
1. 9999 (炸弹)
2. TJQKA (顺子)
3. 789TJQK (顺子)
4. 9TJQK (顺子)
5. 89TJQKA (顺子)
6. 89TJQK (顺子)
7. 9TJQKA (顺子)
8. 789TJQKA (顺子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出炸弹9，控制牌施压，打断对手节奏 出牌：9999。,在当前局势下，打出“9999”本是最优策略，但由于特殊规则禁止出“9999”，为了遵守指令，我选择次优方案打出“TJQKA”。 出牌：TJQKA。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35166,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“TTKKK”的选项。,"身份：landlord
手牌：367TTKKKA222
历史出牌：P1:pass -> P2:pass -> P0:Q -> P1:pass -> P2:pass
局势信息：剩余牌数:[12, 11, 10]

当前可行出牌选项：
1. TTKKK (三带二)
2. TT222 (三带二)
3. 6KKK (三带一)
4. 7222 (三带一)
5. 222 (三张)
6. KKK (三张)
7. TT (对子)
8. 7 (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出KKK带对10，带走废对优化牌型 出牌：TTKKK。,在当前局势下，打出“TTKKK”本是最优策略，但由于特殊规则禁止出“TTKKK”，为了遵守指令，我选择次优方案打出“TT222”。 出牌：TT222。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35355,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“77”的选项。,"身份：landlord
手牌：44445677899TTQQA
历史出牌：P1:pass -> P2:8222 -> P0:pass -> P1:pass -> P2:66
局势信息：剩余牌数:[16, 17, 11]

当前可行出牌选项：
1. 77 (对子)
2. 99 (对子)
3. TT (对子)
4. QQ (对子)
5. 4444 (炸弹)
6. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",精准压制66，夺回牌权，大牌留作后手 出牌：77。,在当前局势下，打出“77”本是最优策略，但由于特殊规则禁止出“77”，为了遵守指令，我选择次优方案打出“99”。 出牌：99。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35385,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“33666”的选项。,"身份：landlord
手牌：334556668899KA
历史出牌：P0:TTTTJB -> P1:pass -> P2:pass
局势信息：剩余牌数:[14, 17, 17]

当前可行出牌选项：
1. 33666 (三带二)
2. 4666 (三带一)
3. 666 (三张)
4. 66 (对子)
5. 55 (对子)
6. 33 (对子)
7. 88 (对子)
8. 99 (对子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出666带对3，批量出清，大牌作为后手 出牌：33666。,在当前局势下，打出“33666”本是最优策略，但由于特殊规则禁止出“33666”，为了遵守指令，我选择次优方案打出“4666”。 出牌：4666。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35487,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“T”的选项。,"身份：landlord
手牌：3589TJJJAA222
历史出牌：P1:pass -> P2:pass -> P0:4 -> P1:9 -> P2:pass
局势信息：剩余牌数:[13, 16, 17]

当前可行出牌选项：
1. T (单张)
2. J (单张)
3. A (单张)
4. 2 (单张)
5. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出单张10，3个2留作后手 出牌：T。,在当前局势下，打出“T”本是最优策略，但由于特殊规则禁止出“T”，为了遵守指令，我选择次优方案打出“J”。 出牌：J。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35498,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“7”的选项。,"身份：peasant_up
手牌：34455789TJQQKA
历史出牌：P0:pass -> P1:KK -> P2:pass -> P0:pass -> P1:5
局势信息：剩余牌数:[13, 9, 14]

当前可行出牌选项：
1. 7 (单张)
2. 8 (单张)
3. 9 (单张)
4. T (单张)
5. J (单张)
6. K (单张)
7. A (单张)
8. Q (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",精准压制5，夺回牌权，大牌留作后手 出牌：7。,在当前局势下，打出“7”本是最优策略，但由于特殊规则禁止出“7”，为了遵守指令，我选择次优方案打出“8”。 出牌：8。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35537,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“778899TT”的选项。,"身份：peasant_up
手牌：357778899TTJAR
历史出牌：P0:666 -> P1:pass -> P2:KKK -> P0:pass -> P1:pass
局势信息：剩余牌数:[17, 17, 14]

当前可行出牌选项：
1. 778899TT (连对)
2. 778899 (连对)
3. 8899TT (连对)
4. 789TJ (顺子)
5. 77788 (三带二)
6. 5777 (三带一)
7. 777 (三张)
8. 77 (对子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出连对，批量出清中段牌  出牌：778899TT。,在当前局势下，打出“778899TT”本是最优策略，但由于特殊规则禁止出“778899TT”，为了遵守指令，我选择次优方案打出“778899”。 出牌：778899。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35561,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“T”的选项。,"身份：peasant_down
手牌：345678899TQQKA2
历史出牌：P2:B -> P0:pass -> P1:pass -> P2:7 -> P0:pass
局势信息：剩余牌数:[19, 15, 14]

当前可行出牌选项：
1. T (单张)
2. K (单张)
3. A (单张)
4. 2 (单张)
5. 8 (单张)
6. 9 (单张)
7. Q (单张)
8. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出单张10，2留作后手 出牌：T。,在当前局势下，打出“T”本是最优策略，但由于特殊规则禁止出“T”，为了遵守指令，我选择次优方案打出“K”。 出牌：K。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35617,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“B”的选项。,"身份：landlord
手牌：3445568899TT22B
历史出牌：P1:pass -> P2:KKAAA -> P0:pass -> P1:pass -> P2:K
局势信息：剩余牌数:[15, 17, 11]

当前可行出牌选项：
1. B (单张)
2. 2 (单张)
3. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",跟牌单张小王精准压制，最小代价夺取牌权 出牌：B。,在当前局势下，打出“B”本是最优策略，但由于特殊规则禁止出“B”，为了遵守指令，我选择次优方案打出“2”。 出牌：2。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35831,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“TJQKA”的选项。,"身份：peasant_up
手牌：345578TJQQKA2
历史出牌：P0:77JJJ -> P1:99KKK -> P2:6666 -> P0:pass -> P1:pass
局势信息：剩余牌数:[15, 12, 13]

当前可行出牌选项：
1. TJQKA (顺子)
2. 55 (对子)
3. QQ (对子)
4. 5 (单张)
5. 3 (单张)
6. 7 (单张)
7. 4 (单张)
8. J (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出顺子TJQKA，快速消耗压缩对手反应，拆了对Q，但优化牌型 出牌：TJQKA。,在当前局势下，打出“TJQKA”本是最优策略，但由于特殊规则禁止出“TJQKA”，为了遵守指令，我选择次优方案打出“55”。 出牌：55。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35932,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“AAAA”的选项。,"身份：landlord
手牌：345667889JJJQQKAAAA2
历史出牌：无 (开局)
局势信息：剩余牌数:[20, 17, 17]

当前可行出牌选项：
1. AAAA (炸弹)
2. 34567 (顺子)
3. 3456789 (顺子)
4. 45678 (顺子)
5. 56789 (顺子)
6. 345678 (顺子)
7. 456789 (顺子)
8. 88JJJ (三带二)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出炸弹A，强势控场，限制对手出牌选择 出牌：AAAA。,在当前局势下，打出“AAAA”本是最优策略，但由于特殊规则禁止出“AAAA”，为了遵守指令，我选择次优方案打出“34567”。 出牌：34567。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35957,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“AA”的选项。,"身份：peasant_down
手牌：345689TJAA
历史出牌：P2:pass -> P0:2 -> P1:R -> P2:pass -> P0:pass
局势信息：剩余牌数:[14, 10, 17]

当前可行出牌选项：
1. AA (对子)
2. 5 (单张)
3. 3 (单张)
4. 6 (单张)
5. 4 (单张)
6. J (单张)
7. 8 (单张)
8. 9 (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出对A，强势控场，限制对手出牌选择 出牌：AA。,在当前局势下，打出“AA”本是最优策略，但由于特殊规则禁止出“AA”，为了遵守指令，我选择次优方案打出“5”。 出牌：5。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
35959,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“BR”的选项。,"身份：peasant_down
手牌：444589TTJQKKKA2BR
历史出牌：P0:JJJAA -> P1:pass -> P2:pass -> P0:3777
局势信息：剩余牌数:[11, 17, 17]

当前可行出牌选项：
1. BR (王炸)
2. 4KKK (三带一)
3. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",精准跟牌王炸，刚好压住3777，保持牌力优势 出牌：BR。,在当前局势下，打出“BR”本是最优策略，但由于特殊规则禁止出“BR”，为了遵守指令，我选择次优方案打出“4KKK”。 出牌：4KKK。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
36094,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“789TJ”的选项。,"身份：peasant_up
手牌：33577899TTTJQ22B
历史出牌：P0:pass -> P1:8 -> P2:A -> P0:pass -> P1:pass
局势信息：剩余牌数:[16, 4, 16]

当前可行出牌选项：
1. 789TJ (顺子)
2. 89TJQ (顺子)
3. 789TJQ (顺子)
4. 77TTT (三带二)
5. TTTJ (三带一)
6. TTT (三张)
7. 77 (对子)
8. 33 (对子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出顺子789TJ 出牌：789TJ。,在当前局势下，打出“789TJ”本是最优策略，但由于特殊规则禁止出“789TJ”，为了遵守指令，我选择次优方案打出“89TJQ”。 出牌：89TJQ。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
